user_id;first_name;username;group_name;bio;group_count;bio_length;has_photo;site_count;site_list;osint_score;exposure_level;sherlock_status;sherlock_found_count;sherlock_checked_at;last_parsed_at
94898806;Edmi;Edmik;laravel_pro;Человек-погромист;1;17;1;0;;60;medium;;0;;2026-04-22 02:35:05
95859984;🔥Artem;ArtemServisTech;tproger_chat;Веб-разработка, создания сайтов, ремонт компьютеров и ноутбуков.;1;64;1;0;;65;high;;0;;2026-04-22 02:35:05
95885478;ㅤ;aghjkaa;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
97154162;Artur;BAGArt;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
97947791;Vadim;itlogunov;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
100156918;HD.;kivisaur;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
100506050;Mikhail;shilov_pro;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
106388500;Alex;Nitromoon;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
108449697;evgeniy;evgen02;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
112865662;Владислав;vbatalov;laravel_pro;@fgislk;1;7;1;0;;60;medium;;0;;2026-04-22 02:35:05
113937294;Зеленоградец;trushman;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
114030502;Konstantin N.;vkn_n;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
114099198;Дима;dimaboro;figmachat;Разработчик телеграм ботов;1;26;1;0;;60;medium;;0;;2026-04-22 02:35:05
114990109;Gleb;;laravel_pro;;1;0;1;0;;20;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
115272756;Vladimir;LeMaX10;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
116219658;Daniil;zobov;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
116849700;Ilkhom;Ily23L;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
118266693;Marat;marat256;laravel_pro;https://amerov.xyz;1;18;1;0;;60;medium;;0;;2026-04-22 02:35:05
118499877;Aleksandr;JuizZzy;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
120397006;Eugene - 2cubes;order2cubes;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
122612055;Andre;x_malder;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
123464328;Kirill;k_sharonov;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
125483164;Ivan;QNoir;python_ru;t.me/s/qwertynoir;1;17;1;0;;60;medium;;0;;2026-04-22 02:35:05
126680651;Kiss My Backend;kiss_my_backend;laravel_pro;ロシア;1;3;1;0;;60;medium;;0;;2026-04-22 02:35:05
127328212;Andrey;ankovalev;figmachat;Product designer, DS Ozon;1;25;1;0;;60;medium;;0;;2026-04-22 02:35:05
130050950;Савик;airfreeon;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
131225185;Igor;igorweb;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
131429262;Сергей;Plutonium244;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
131779045;Daniel;onokonem;devops_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
131937508;Андрей;brainhook;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
132104423;Kirill;kirbak;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
133448719;gous32;gous32;tproger_chat;NaN;1;3;1;0;;60;medium;;0;;2026-04-22 02:35:05
133858837;Anna;angie525;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
136305005;Ivan;Ivanreptiloid;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
138603239;Vladimir;PHProger;laravel_pro;Back-end Team Lead;1;18;1;0;;60;medium;;0;;2026-04-22 02:35:05
138729475;Dean;deanrie;figmachat;Full-stack Developer × AI Expert × Designer, Currently part of the team at Cursor | https://x.com/dean_rie | dean@anysphere.co;1;126;1;0;;70;high;;0;;2026-04-22 02:35:05
140315848;Alexander;morfin60;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
141930451;Shustry;Forcreative;figmachat;Скайрим для нордов!;1;19;1;0;;60;medium;;0;;2026-04-22 02:35:05
145342270;Evgeniy;ThodinBizzz;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
147751504;Andrew;Andrew_Woznyak;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
148699813;Artsiom;Eitarg;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
150465936;Maxim;Russi4nBe4r;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
152537474;Oleg;infinti3000;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
152978891;Yuliia;yuliia_8701;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
153234752;Artem;tema_n;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
154349618;VLADIMIR;xround2303;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
155301810;Евгений;orlov_one;laravel_pro;Дракарис — и точка.;1;19;1;0;;60;medium;;0;;2026-04-22 02:35:05
156121703;Tsokto;tsokto;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
158769334;BodrovMyPrio;BodrovMyPrio;laravel_pro;Создаю и созерцаю;1;17;0;0;;50;medium;;0;;2026-04-22 02:35:05
160237348;Andrew;pan_russian;laravel_pro;Not according to plan. Full astern!;1;35;1;0;;60;medium;;0;;2026-04-22 02:35:05
160903060;myxa95;myxa95;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
162566331;Mike;karpenkom;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
163338732;Artem;art3330;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
164046151;Maxim (БЖ);DukeBJ;laravel_pro;Решаю сложные задачи в вебе. TechLead backend/frontend в Melke. Laravel, Vue, AI, DevOps;1;88;1;0;;65;high;;0;;2026-04-22 02:35:05
166448128;Sergey;sergsmirnoff;laravel_pro;https://t.me/aseregagovorit;1;27;0;0;;50;medium;;0;;2026-04-22 02:35:05
166991890;twent;tw8nt;laravel_pro;—;1;1;0;0;;50;medium;;0;;2026-04-22 02:35:05
167280173;Андрей;devprofi_andrey;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
168048474;Олег;Wemonsh;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
168406277;Anton;antonosipoff;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
169288831;Ramiz;kongulov;laravel_pro;Senior PHP Developer | kongulov.dev;1;35;1;0;;60;medium;;0;;2026-04-22 02:35:05
172258202;Killua;S2lsbHVh;python_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
173043897;Lenar;tampanian;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
174418570;Aleksandr;Panteleev_Aleksandr;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
175754334;Пантелеев;arturpanteleev;laravel_pro;instagram.com/panteleev.artur | linkedin.com/in/arturpanteleev;1;62;1;0;;65;high;;0;;2026-04-22 02:35:05
177438540;Kristina Kr1kA;Kr1kA;tproger_chat;Yandex Alice&SmartHome QA Head;1;30;1;0;;60;medium;;0;;2026-04-22 02:35:05
177803191;Denis;bBars;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
177969011;Liman;laragrad;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
178726536;Cat;alonecat81;laravel_pro;🧑‍💻;1;3;0;0;;50;medium;;0;;2026-04-22 02:35:05
179086748;Aleksey;leksiam;tproger_chat;There are so many beautiful reasons to be happy!;1;48;1;0;;65;high;;0;;2026-04-22 02:35:05
182454076;Артём;artemio_6_6;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
184941594;k0er;UrAdsHere;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
185313731;paltovkone;paltovkone;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
186093823;Андрей;easyitomsk;laravel_pro;Подписывайтесь на канал - про PHP и путь к Senior @middle_not_final;1;67;1;0;;65;high;;0;;2026-04-22 02:35:05
186153462;Fedor;fmakareev;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
186607532;Sergey;kaaaalinin;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
188215278;Ellina;Ellinapsy;laravel_pro;I’m an IT HR. We’ll dance again…;1;32;0;0;;50;medium;;0;;2026-04-22 02:35:05
188554521;Алексей;AlexeyAmmina;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
188882743;V;Bond_79;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
189386448;RR;rrkia;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
189441951;Данил;dtkweb;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
193001220;mailfox;mailfox;laravel_pro;# sudo apt-get install war;1;26;1;0;;60;medium;;0;;2026-04-22 02:35:05
193032875;Aleksandr;gustoase;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
193471607;Realay;Rialbat;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
194728629;Андрей;GarretNowak;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
199334122;Alexey;alexeyrybak;laravel_pro;DevHands.io - R&D and Educational Programs: large-scale, distributed systems, performance, databases etc. Tech channel: @rybakalexey.;1;133;1;0;;70;high;;0;;2026-04-22 02:35:05
199971942;lngd;longdeer;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
200129190;Alex;AlexSokolskikh;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
200235414;Ilya;iomarchenko;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
200625009;Evgeny;solovevEvgeny;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
201041821;SULA;Mr_Web_Ai;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
202912457;Maxim;tresk;laravel_pro;https://tresksites.ru;1;21;1;0;;60;medium;;0;;2026-04-22 02:35:05
202938502;Эд;wonderful_ed;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
203746208;Murad;guzhaev;laravel_pro;https://galeon-studio.ru;1;24;1;0;;60;medium;;0;;2026-04-22 02:35:05
204071391;Андрей;master7rank;tproger_chat;Stack Overflow oriented programmer;1;34;0;0;;50;medium;;0;;2026-04-22 02:35:05
204155848;Andreev;a822102;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
207074415;Alexey;livalex;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
207183305;Рашид;rashidDjam;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
207355229;Sergey;vizdrag;devops_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
208056518;Ivan;Libre_cat;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
208097218;Sasha;sashabeep;laravel_pro;ⓘ More info available with Telegram Premium subscription;1;56;1;0;;65;high;;0;;2026-04-22 02:35:05
208129848;Andrey;chumric;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
208998397;Arrt;Sioeiehvbshsyyrhvvfppph;tproger_chat;Безвременье. Длится февраль. На удобрения. Вся старая мораль.;1;61;0;0;;55;medium;;0;;2026-04-22 02:35:05
209228870;Liubov;fluiktuacia;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
209364668;"&nbsp;";hairy_heel;laravel_pro;Пробел;1;6;0;0;;50;medium;;0;;2026-04-22 02:35:05
209681371;Віталій;;tproger_chat;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
210944655;Combot;combot;tproger_chat;The best community management service for Telegram. Moderation, analytics, triggers, etc.;1;89;1;0;;65;high;;0;;2026-04-22 02:35:05
211849968;Seth;t0ptyg;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
212329311;Dmitry;net_inet;laravel_pro;Разработка сайтов и продвижение в Яндекс и Google под ключ. Пишите;1;66;0;0;;55;medium;;0;;2026-04-22 02:35:05
213092028;*TT;lenar_aga;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
214184484;вик & hm;offwick;andrewgiftschat;@ohuenko_stenka / @OHUENKOchat / @spokoynich / lock in;1;54;1;0;;65;high;;0;;2026-04-22 02:35:05
214209025;Tony;sergeich5;laravel_pro;Комната окутана сладким дымом;1;29;1;0;;60;medium;;0;;2026-04-22 02:35:05
214587059;Николай;CptRyuuji;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
214618641;Aleh;Shodol;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
214926927;Aleksandr;Aleksandr_Skachkov;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
217073596;Luka;LukaSolncev;laravel_pro;LukaSolncev;1;11;0;0;;50;medium;;0;;2026-04-22 02:35:05
218234134;Саша;AleksanderSmirnov;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
219448726;imEx3mm;ImEx3mm;laravel_pro;Ты живёшь как карта ляжет, я живу как Таня скажет!!!;1;52;1;0;;65;high;;0;;2026-04-22 02:35:05
219792703;Mr;vitla6;python_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
220011653;GX.;;laravel_pro;;1;0;1;0;;20;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
223444618;Vardges;vaka_93;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
224759229;Katherine;heykatariina;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
228202363;Glyuk_Skovorodkin;Glyuksz;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
228770728;Костя;dev_kon;laravel_pro;23 y.o. designer from San Francisco;1;35;0;0;;50;medium;;0;;2026-04-22 02:35:05
229412810;Alexey;lolkeksey;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
230998138;Nabster;nabster_ilias;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
231537266;Рафаэль;JolySpink;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
231997500;Lex;vildulv;laravel_pro;I stuck to my promises, what goes around comes around.;1;54;0;0;;55;medium;;0;;2026-04-22 02:35:05
232932415;Олег;Oleg_Gur;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
232966793;Alexey;Alexeybychkov;figmachat;Дизайнер, блогер;1;16;1;0;;60;medium;;0;;2026-04-22 02:35:05
233992019;Константин;konstantin_agafonov;laravel_pro;github.com/konstantin-agafonov youtube.com/@konstantin.agafonov;1;63;0;0;;55;medium;;0;;2026-04-22 02:35:05
234204615;Dmitriy;add_new_username;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
236162056;Даниил;lviobio;tproger_chat;Крякнем, плюнем и надёжно склеим скотчем! Backend dev;1;53;1;0;;65;high;;0;;2026-04-22 02:35:05
236435037;Илья;BalTun7;laravel_pro;https://me.baltun7.ru;1;21;1;0;;60;medium;;0;;2026-04-22 02:35:05
237947318;Alexander;Injker;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
240037569;Andrew🇺🇦;Ordos_third;laravel_pro;Another bird flew away;1;22;1;0;;60;medium;;0;;2026-04-22 02:35:05
240674924;N;nickShkit;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
242125063;Иван;mrakoff;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
244560995;bogus;bogusbd;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
244840723;Rikka;Rikka_Bot;andrewgiftschat;Multipurpose bot. Use /help for commands list.;1;46;1;0;;65;high;;0;;2026-04-22 02:35:05
246852341;Ivan;ivan_zhuck;laravel_pro;Pronouns: евойный/ихний. Делаю сайты для медиа: https://izhuck.ru;1;65;1;0;;65;high;;0;;2026-04-22 02:35:05
247054323;Андрей;andranikdev;laravel_pro;CTO @ Vegas Studio: https://vegas-dev.com;1;41;1;0;;65;high;;0;;2026-04-22 02:35:05
248320835;BeeKeeper;aurgenblick;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
249273089;Рафаэль;RafaVivat;laravel_pro;Frontend Lead;1;13;1;0;;60;medium;;0;;2026-04-22 02:35:05
250173630;.;null_master;tproger_chat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
251864588;Alexander;docharly;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
254720708;Кирилл;KiShkola;tproger_chat;Frontend developer;1;18;0;0;;50;medium;;0;;2026-04-22 02:35:05
254911485;RL;Inmago;tproger_chat;Думаю, мне пора стать сумасшедшим лесным существом;1;50;1;0;;65;high;;0;;2026-04-22 02:35:05
255930949;Андрей;andre9w;tproger_chat;*оригинальная цитата великого человека*;1;39;1;0;;60;medium;;0;;2026-04-22 02:35:05
256245646;Дмитрий;dimitr_io;laravel_pro;Backend engineer;1;16;1;0;;60;medium;;0;;2026-04-22 02:35:05
257941807;Роман;webds_roman;laravel_pro;Team WebDS - your partner in digital business transformation.;1;61;1;0;;65;high;;0;;2026-04-22 02:35:05
258930454;Raim;raimshaykh;figmachat;Suit Up!;1;8;1;0;;60;medium;;0;;2026-04-22 02:35:05
